overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image,sentiment,cleaned_text,enhanced_rating,rating_diff
2,,False,"12 12, 2013",A1E9952OCCESKD,B004Q7CK9M,{'Gift Amount:': ' 50'},Devil Woman,The greeting card and the gift card were just stuffed into a white envelope. The gift card was not NOT_even NOT_in NOT_the greeting card!! A messy job packaging!! This was a gift to my brother and I am embarrassed!,Packaging complaint on gift sent,1386806400,,Negative,greeting card gift card stuffed white envelope gift card not noteven notin notthe greeting card!! messy job packaging!! gift brother embarrassed!,3.1016,1.1016
5,,False,"08 14, 2014",A2KR22BSYTT9IG,B005ESMJ02,{'Gift Amount:': ' 50'},East Coast Member,"A very easy, convenient and always welcomed gift for a teen when the birthday suggestion from another family member is not NOT_clear NOT_as NOT_to brand, type, and so on.",Gift.,1407974400,,Positive,easy convenient always welcomed gift teen birthday suggestion another family member not notclear notas notto brand type,4.8538,0.14620000000000033
4,,True,"10 11, 2012",A1NL2YRXQ3EZFK,B004KNWWMW,,valerio,Very good product. I can receive a present even if I have no NOT_idea NOT_in NOT_a specific moment. Now I am waiting to find something to buy by this card,Very good,1349913600,,Positive,good product receive present even no notidea notin nota specific moment waiting find something buy card,3.7987,0.2012999999999998
3,,True,"11 20, 2015",A260QLS8Z33KCQ,B00CHQ7I2S,{'Gift Amount:': ' 100'},Bun,"Better than some of the tins, but not NOT_great.",Not for me,1447977600,,Neutral,better tin not notgreat,3.1906,0.19059999999999988
1,7,True,"01 7, 2016",A1ERPHEOIQ6WD1,B00KFLZVQM,,ANDREA L. ANAYA,"DO NOT NOT_BUY!!! NOT_I NOT_wish I could give 0 stars! I used it once with no NOT_problem, NOT_then NOT_I went again and the cashier said the manager wo not NOT_accept NOT_them. NOT_When I asked her what I was supposed to do with it she told me to go somewhere else. The closest one is 30 minutes away. Their customer service sucks and so do these cards. They are too lazy to manually enter the numbers so they just wo not NOT_accept NOT_the NOT_cards.",DO NOT BUY!!,1452124800,,Negative,not notbuy!!! noti notwish could give stars! used no notproblem notthen noti went cashier said manager wo not notaccept notthem notwhen asked supposed told go somewhere else closest one minute away customer service suck card lazy manually enter number wo not notaccept notthe notcards,1.1512,0.1512
1,42,False,"05 26, 2016",AEOOVK2F0FSJY,B01EB6EODM,,Anthony,Why would you pay $15 for a $10 gift card?,$10 + $5?,1464220800,,Negative,would pay gift card,2.089,1.089
2,,True,"12 20, 2017",A2MWLKTROWEU86,B01E4QQ6QM,{'Gift Amount:': ' 100'},sewinsandy,"Ordered two gift cards. One had the jingle bells on, the other did not. Disappointing.",Two Stars,1513728000,,Negative,ordered two gift card one jingle bell not disappointing,2.9387,0.9386999999999999
3,,True,"01 24, 2014",A21702096OSS24,B004KNWWV8,,Nickpbriz,As above. It's a gift card. It is a basic purchase. Not NOT_easy NOT_to NOT_get to though. Site would not NOT_allow NOT_us NOT_to complete purchase for a while!,How can you get a gift card wrong,1390521600,,Neutral,gift card basic purchase not noteasy notto notget though site would not notallow notus notto complete purchase while!,3.3941,0.3940999999999999
5,,True,"03 1, 2015",A3KWX520H6B8CA,B005EISOOC,,Nestor Espinosa,RECOMMENDED SELLER EXCELLENT PRODUCT,Five Stars,1425168000,,Positive,recommended seller excellent product,4.7364,0.2636000000000003
5,,True,"12 20, 2015",A1HWWP6JNCWFDW,B004LLILGO,,J. D. Williams,Love this! So many choices for what to buy!,Love this!,1450569600,,Positive,love this! many choice buy!,4.759,0.24099999999999966
3,,True,"05 14, 2015",A1OKAQMDRGCR06,B00PG40FPU,,Randal L. Burnett,Great gift idea.,Three Stars,1431561600,,Neutral,great gift idea,3.6325,0.6324999999999998
3,,True,"08 30, 2016",A3MK97FC3OTBFI,B01BLV4R8M,,Amazon Customer,The people at Outback did not NOT_know NOT_how NOT_to use it at first - but figured it out,Three Stars,1472515200,,Neutral,people outback not notknow nothow notto use first figured,3.0,0.0
3,,True,"03 5, 2018",A3SAIP736CHDJ6,B00YD567IW,,Amazon Customer,"It was ok, nothing NOT_special NOT_to NOT_say about it. Just a good way to past time when Oscar's were on",Just a good way to past time when Oscar's were,1520208000,,Neutral,ok nothing notspecial notto notsay good way past time oscar,3.3523,0.35230000000000006
1,,True,"02 9, 2018",A2XAKD4O9BVKCZ,B004LLIKVU,{'Gift Amount:': ' 50'},Anne Hamilton,Apparently it was impossible to deliver the cards,One Star,1518134400,,Negative,apparently impossible deliver card,1.8,0.8
1,4,False,"04 30, 2016",A3CBTTXXXJV1W9,B00BXLTR6S,,Sally Rhodes,"Complete garbage. There is nothing NOT_convenient NOT_about NOT_using a Fandango gift card. You have to print out a ""ticket"" that supposedly is a time saver, but must actually be exchanged for a real ticket. On top of that, they steal money from the gift card in form of a ""convenience"" fee. So that 25 dollar gift card actually will only purchase about 18 dollars worth of tickets. DONT waste your money, and DONT give your worst enemy this in""convenient"" ""gift"".","Not ""convenient"" and not a ""gift""",1461974400,,Negative,complete garbage nothing notconvenient notabout notusing fandango gift card print ticket supposedly time saver must actually exchanged real ticket top steal money gift card form convenience fee dollar gift card actually purchase dollar worth ticket dont waste money dont give worst enemy inconvenient gift,2.5501,1.5501
1,,True,"01 20, 2015",AJ5OQBU6ILC7J,B004KNWX5I,,Keila Bratton,The giftcard did not NOT_print NOT_out NOT_with amazon music.,One Star,1421712000,,Negative,giftcard not notprint notout notwith amazon music,1.9423,0.9422999999999999
1,,False,"04 26, 2017",A2P2USEDINHUQ7,B0078EPRPE,,samazon,"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/IHOP-Gift-Card-50/dp/B0078EPRPE/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">IHOP Gift Card $50</a>&nbsp;sold by Sold by: ACI Gift Cards, Inc.","Avoid!! ACI Gift Cards, Inc. NEVER received!",1493164800,,Negative,datahookproductlinklinked classalinknormal hrefihopgiftcarddpbeprperefcmcrarpdrvwtxtieutfihop gift card anbspsold sold aci gift card inc,2.3602,1.3601999999999999
1,4,True,"01 6, 2015",APOSBPWRNRRDS,B00ISCEAMG,,Icydog,"Why is this an add-on. Why do I need to spend $25 to have the ability to give Amazon gift cards to others. These should be freebies. What a marketing failure. You should be GIVING EVERYONE these flexible gift cards so they can use them on your site! Do not NOT_make NOT_me NOT_pay $25 in purchases to get them! I'm a professional marketeer and this is just stupid! Do not NOT_you NOT_know NOT_the analogy of razors to razor blades? ""Give the razors for free and charge what you can for the razor blades"". Now that's how Marketing works!","Bad, bad, marketing!",1420502400,,Negative,addon need spend ability give amazon gift card others freebie marketing failure giving everyone flexible gift card use site! not notmake notme notpay purchase get them! im professional marketeer stupid! not notyou notknow notthe analogy razor razor blade give razor free charge razor blade thats marketing works!,2.5397,1.5396999999999998
5,,True,"01 9, 2014",AXP3F30GAZ87I,B004Q7CK9M,{'Gift Amount:': ' 60'},A. Spencer,"This is a nice gift card inside a greeting card. Plus, you are able to include personal notes inside. I highly recommend!",great gift card,1389225600,,Positive,nice gift card inside greeting card plus able include personal note inside highly recommend!,4.9085,0.09149999999999991
5,,True,"01 19, 2016",A2XS1TZO5OP9FQ,B00JDQKFPC,,Kay Scott,Ca not NOT_go NOT_wrong NOT_with the industrial look AND Amazon,Great guy gift,1453161600,,Positive,ca not notgo notwrong notwith industrial look amazon,4.3423,0.6577000000000002
5,2,True,"05 9, 2017",A1A25FPM6PJA7C,B00HX3PRBE,,Archgeneral,"I like the theater and the giftcard is a good way to get free shipping. Theater has no NOT_commercials, NOT_which NOT_is nice.",Good movie theater,1494288000,,Positive,like theater giftcard good way get free shipping theater no notcommercials notwhich notis nice,4.8815,0.11850000000000005
3,,True,"02 3, 2015",ARJGCEMU33DSW,B004Q7CK9M,{'Gift Amount:': ' 50'},Bob,Its a GIFT CARD--- what can you say,Nice,1422921600,,Neutral,gift card say,3.4498,0.4498000000000002
1,12,True,"01 5, 2012",A2X2WTP48KJ4CX,B005ESMFP6,,Cynthia Credell,The first of the three gift cards I gave to someone did not NOT_work NOT_and NOT_it could not NOT_be NOT_used. NOT_We were unable to get the problem resolved. A refund was eventually issued after spending a considerable amount of time on the computer and the telephone with customer service representative.,Surprisingly Disappointed,1325721600,,Negative,first three gift card gave someone not notwork notand notit could not notbe notused notwe unable get problem resolved refund eventually issued spending considerable amount time computer telephone customer service representative,1.981,0.9810000000000001
1,21,True,"01 17, 2010",A1TY0O2M34DX2H,B002O0536U,,Auntie Miim,"Christmas gift for my daughter and family, big problem, when it was time to pay for dinner. No NOT_one NOT_kenew NOT_how to use the card. One said no NOT_Code, NOT_another NOT_said it's not NOT_acctivated. Not NOT_so, NOT_everything NOT_was done right. I have always given my chidren gift cards for Christmas this is the first time there was a hassle. It was the first time I ordered on Amazon. I will not NOT_order NOT_gift NOT_cards on line, through Amazon again.","Big Hassle,",1263686400,,Negative,christmas gift daughter family big problem time pay dinner no notone notkenew nothow use card one said no notcode notanother notsaid not notacctivated not notso noteverything notwas done right always given chidren gift card christmas first time hassle first time ordered amazon not notorder notgift notcards line amazon,1.9423,0.9422999999999999
1,,True,"12 27, 2017",A2K1QZAHAVW1W5,B00P3DUFRW,,Estelle,I gave 2 Wendy's cards as Christmas gifts and both have read invalid when trying to use. What can I do to get a refund?,Invalid cards...,1514332800,,Negative,gave wendys card christmas gift read invalid trying use get refund,1.8,0.8
1,21,True,"01 4, 2014",A1CSZNHIAS5199,B00AR51Y5I,,AB,Do not NOT_buy NOT_this NOT_it tastes nothing NOT_like NOT_coffee NOT_and a lot like plastic...what a waste of money. Starbucks has really gone downhill,Tastes like plastic,1388793600,,Negative,not notbuy notthis notit taste nothing notlike notcoffee notand lot like plasticwhat waste money starbucks really gone downhill,1.7382,0.7382
3,,True,"02 23, 2018",A12PIS77PBH8M4,B004LLIKVU,{'Gift Amount:': ' 50'},Amazon Customer,I like the ease of buying them. Need more of a selection on the animated birthday ones.,Three Stars,1519344000,,Neutral,like ease buying need selection animated birthday one,3.4899,0.4899
3,,True,"07 27, 2017",AW2XLBX3ZP412,B00CXZPG0O,,fergmom,Since it was a gift I wish it had said who it was from to eliminate me asking if it was received.,Since it was a gift I wish it had said ...,1501113600,,Neutral,since gift wish said eliminate asking received,3.5446,0.5446
2,2,True,"12 18, 2016",A3MNZHMXE4I3WN,B009110O8C,,Tom Wathen,"I ordered a GAP gift card. I received a Baby GAP gift card; it spend the same, but since I'm giving it to an 11 year old it seems to be an insult to them to think of themselves as still a baby.",I ordered a GAP gift card. I received a ...,1482019200,,Negative,ordered gap gift card received baby gap gift card spend since im giving year old seems insult think still baby,2.5125,0.5125000000000002
1,,False,"01 7, 2017",A2I8QD2251MB75,B00MV9FM9C,,RK Clark,I ordered on line entered zip code and tried to use and found no NOT_theaters NOT_here NOT_accept the card even though AMC site listed my zip. Did not NOT_order NOT_from NOT_Amazon but same card. No NOT_refuhd NOT_from NOT_AMC.,Don't buy,1483747200,,Negative,ordered line entered zip code tried use found no nottheaters nothere notaccept card even though amc site listed zip not notorder notfrom notamazon card no notrefuhd notfrom notamc,1.3786,0.37860000000000005
1,3,False,"03 27, 2010",A3LT2UISNQT7QO,B001GXRQW0,{'Gift Amount:': ' 25'},Early Music Lover,"My father just ordered for me an Amazon.com gift certificate (February 2010). He has not NOT_used NOT_Amazon.com NOT_gift certificates since 2008 because they screwed it up - sent a confirmation, never NOT_sent NOT_the NOT_certificate number, said they did, it was never NOT_received NOT_- NOT_this went on for two months until it was straightened out in October 2008. Well, what I am reviewing is the supposed gift certificate verification sent in February of 2010 - for the October 2008 gift certificate!! When he called, they had no NOT_record NOT_of NOT_this order on file. Several phone calls later, he got someone who was all apologetic, gave him a direct phone number, and said if I still want it, she will be sure it is done correctly. He gave me the option of his trying again - but I DON'T trust that it will work. After this last screw-up, I do not NOT_trust NOT_Amazon.com NOT_to get it right. And I do not NOT_want NOT_to NOT_waste any more of my father's time, so I think I'll go elsewhere.",Amazon.com messed up a gift certificate yet again,1269648000,,Negative,father ordered amazoncom gift certificate february not notused notamazoncom notgift certificate since screwed sent confirmation never notsent notthe notcertificate number said never notreceived not notthis went two month straightened october well reviewing supposed gift certificate verification sent february october gift certificate!! called no notrecord notof notthis order file several phone call later got someone apologetic gave direct phone number said still want sure done correctly gave option trying dont trust work last screwup not nottrust notamazoncom notto get right not notwant notto notwaste father time think ill go elsewhere,1.9678,0.9678
5,,False,"02 2, 2012",A20R2F7JJMO037,B005ESMMWW,,Amazon Customer,"I am an advid reader, voracious really, so I was super excited to get a Kindle for Christmas. My problem was that I do not NOT_like NOT_paying NOT_for my books. PROBLEM SOLVED! Though I have gotten books through my local library and tried out the ""free books"" on Amazon at first, knowing I can buy quite a few books (I am still loathe to pay, even with someone else's $$) without busting my budget is GREAT! S",FANTASTIC!,1328140800,,Positive,advid reader voracious really super excited get kindle christmas problem not notlike notpaying notfor book problem solved! though gotten book local library tried free book amazon first knowing buy quite book still loathe pay even someone elses without busting budget great!,4.9018,0.09820000000000029
5,,True,"01 21, 2016",A2PWXFZAQGGRCF,B00CHQ7I2S,{'Gift Amount:': ' 50'},kerry fasanelli,Arrived on time Nice presentation.,Five Stars,1453334400,,Positive,arrived time nice presentation,4.5372,0.46279999999999966
1,,True,"12 17, 2017",A2LTZTWP07QZUL,B00K4PIV2K,,Nicole Aquilina,Absolutely disgusted on how $200 worth of product would be sent this way. The gift cards were attached to the cardboard with stickers because the glue on the original cardboard was so old that it wouldnt stick anymore. One of the cardboards was ripped in half. This was a gift and I am embarrassed to give this to someone in this condition.,Absolutely disgusted on how $200 worth of product would be sent ...,1513468800,,Negative,absolutely disgusted worth product would sent way gift card attached cardboard sticker glue original cardboard old wouldnt stick anymore one cardboard ripped half gift embarrassed give someone condition,2.1382,1.1381999999999999
2,,True,"04 29, 2014",A3DNRVQKNG7P1W,B004LLILBY,,Ling,I purchased many gift cards from many different places. I like the gift card from Amazon that comes in a beautiful box. Amazon would ship the gift card in a very classy box. Unfortunately not NOT_enough NOT_selection. NOT_The e-mail one is not NOT_that NOT_good NOT_especially to a person that does not NOT_have NOT_a NOT_good color printer or have a printer that does not NOT_always NOT_work. NOT_Also it could easily get lost in the jungle of junk e-mail. Some of the new young generation does not NOT_usually NOT_send NOT_thank you notes or inform the sender that they receive the gift card. Many times I just wonder if they ever receive the e-mail gift card I send them. I always tell my children to send a thank you card for every gift they receive or they might not NOT_receive NOT_another NOT_one.,Not many option and not sure if they receive the gift cards.,1398729600,,Negative,purchased many gift card many different place like gift card amazon come beautiful box amazon would ship gift card classy box unfortunately not notenough notselection notthe email one not notthat notgood notespecially person not nothave nota notgood color printer printer not notalways notwork notalso could easily get lost jungle junk email new young generation not notusually notsend notthank note inform sender receive gift card many time wonder ever receive email gift card send always tell child send thank card every gift receive might not notreceive notanother notone,3.1844,1.1844000000000001
3,,True,"06 12, 2013",ACPKYWVY1249W,B0066AZGD4,,mike ariza,"Ordering the gift card and uploading the photo was easy, but the e-card did not NOT_mail NOT_on NOT_time and had to request it a second time after asking my wife is she had received ruining the surprise.",Easy to order but late to receive,1370995200,,Neutral,ordering gift card uploading photo easy ecard not notmail noton nottime request second time asking wife received ruining surprise,3.3742,0.3742000000000001
5,,True,"11 21, 2015",A1F2NKB1ZKMO2V,B00OH7VV3C,,allie,This place has great steak,Tasty food,1448064000,,Positive,place great steak,4.6999,0.3000999999999996
5,,True,"02 1, 2016",A6BSAMKP4MD1B,B00BXLSIJ0,,dennis schimmoell,Great gift . . . .,Five Stars,1454284800,,Positive,great gift,4.8325,0.16750000000000043
1,,True,"01 24, 2015",A3K4JTIU4N92OG,B00PMLDFSQ,,lucinda,The gift card was not NOT_received.,One Star,1422057600,,Negative,gift card not notreceived,2.1523,1.1522999999999999
5,,True,"05 26, 2014",A1VSQENZFDZTCY,B004LLIKY2,,Constance G. Robin,"My recipients love getting an Amazon gift card, great way to send gifts to family and friends. Amazon cards are easy to send.",always nice to give,1401062400,,Positive,recipient love getting amazon gift card great way send gift family friend amazon card easy send,4.9694,0.03059999999999974
5,,True,"09 11, 2017",A3ES4C7APQCGQF,B014S1KPKG,{'Gift Amount:': ' 50'},Amazon Customer,Great,Great,1505088000,,Positive,great,4.6999,0.3000999999999996
2,,True,"12 5, 2017",A1JZ4FQTKAVJYH,B00VF0N90M,,Kathy Richards,"Gift card seems fine but the green card it was partially mounted to was in bad condition (bent, faded, etc). Makes you wonder if the card will work or if the number has been stolen. Even though it comes with a receipt, I'm still nervous to give it as a gift.",Too beat up to give as a gift,1512432000,,Negative,gift card seems fine green card partially mounted bad condition bent faded etc make wonder card work number stolen even though come receipt im still nervous give gift,1.8218,0.17819999999999991
5,,True,"06 11, 2015",A2IBYYLJT0WGAS,B00C5UMD6M,,kim medeiros,It was so easy to accommodate the situation of needing a gift it was super .thank you,Making buying a gift easy,1433980800,,Positive,easy accommodate situation needing gift super thank,4.9354,0.06460000000000043
5,,True,"05 30, 2017",A310ZWB51KZAWU,B01B25L7US,{'Gift Amount:': ' 0'},Betsy Taylor,Cute presentation of a gift card. Made a nice birthday gift and was different than the normal card holder. Definitely recommend.,Made a nice birthday gift and was different than the normal card ...,1496102400,,Positive,cute presentation gift card made nice birthday gift different normal card holder definitely recommend,4.953,0.04699999999999971
1,3,True,"01 15, 2017",A3S81CZFOBMZ9Y,B004Q7CK9M,{'Gift Amount:': ' 50'},Hueneme Tout,Failed to give me the bonus for sending gift cards,One Star,1484438400,,Negative,failed give bonus sending gift card,2.1814,1.1814
3,12,True,"12 26, 2015",AMGNC7BBGBXT2,B00BXLTR6S,,Gwen M,Love Fandango but was a bit disappointed to realize they charge about a $5 convenience fee for getting tickets online. That is a bummer. There were online codes to get it down to about $1 but I found that fee to be a bit of a waste of money. It was a lot for a couple of tickets. :(,Love Fandango but was a bit disappointed to realize they ...,1451088000,,Neutral,love fandango bit disappointed realize charge convenience fee getting ticket online bummer online code get found fee bit waste money lot couple ticket,2.2592,0.7408000000000001
1,6,False,"12 9, 2009",A5OHQJQPB8RDR,B002DN7XS4,,ThatDuckGuy,This company is only out to take your money and prevent you from canceling. They will try to charge your credit card over and over without you being able to stop them. Do not NOT_do NOT_business NOT_with them. Steer clear.,"Awful, awful, awful",1260316800,,Negative,company take money prevent canceling try charge credit card without able stop not notdo notbusiness notwith steer clear,2.1814,1.1814
3,,True,"04 14, 2016",A12LDDNTGXPZAW,B00B2TFSO6,,kevin p,ok,Three Stars,1460592000,,Neutral,ok,3.2368,0.23680000000000012
5,,True,"04 14, 2015",AQLIBQGE9ER7O,B00H5BMF00,,callie,person who received card thought it was awesome,Five Stars,1428969600,,Positive,person received card thought awesome,4.6999,0.3000999999999996
1,,False,"01 12, 2017",A1IU4KCHV0A8R2,B00BXLTR6S,,BookwrmS,On Dec. 13 I ordered a Fandango gift card for a friend for Christmas. I ordered it directly from Fandango. It was not NOT_shipped NOT_until NOT_Dec. 19th and did not NOT_arrive NOT_until NOT_Dec. 27th. I will not NOT_be NOT_ordering NOT_Fandango gift cards in the future.,No More Fandango Gift Cards,1484179200,,Negative,dec ordered fandango gift card friend christmas ordered directly fandango not notshipped notuntil notdec th not notarrive notuntil notdec th not notbe notordering notfandango gift card future,2.4722,1.4722
3,14,True,"12 14, 2012",A2WL1GG39NR5ZX,B0091JKJ0M,{'Gift Amount:': ' 50'},V Marceron,"The packaging/mailing box on this and my other gift cards needed to be taped! I slid my hand right inside the end and pulled it open. And why would you have us include a gift note to the recipient if it was going to be typed ON THE INVOICE !! DUH .. and with the other 2 gift cards! Maybe be easy for Amazon, but not NOT_personal NOT_enough. NOT_I also see thieft happening too easily with the shipping box!",NOT good packaging for shipment! Easy Thieft,1355443200,,Neutral,packagingmailing box gift card needed taped! slid hand right inside end pulled open would u include gift note recipient going typed invoice !! duh gift cards! maybe easy amazon not notpersonal notenough noti also see thieft happening easily shipping box!,3.7282,0.7282000000000002
5,,True,"12 19, 2013",A3HCRJTINFCGXT,B004LLIL5A,,Liza Maurice,Great,Five Stars,1387411200,,Positive,great,4.6999,0.3000999999999996
3,,True,"11 21, 2015",A3R6DZ3CQZ2V4O,B0145WHTES,,Jo Anne McCarty,"I could not NOT_get NOT_the NOT_card to print, so I wrote down the gift card number and gave it to my son. He loaded the number into his account. I do not NOT_know NOT_why NOT_it would not NOT_print. NOT_Could NOT_I have sent the card by e-mail to him?","I could not get the card to print, so ...",1448064000,,Neutral,could not notget notthe notcard print wrote gift card number gave son loaded number account not notknow notwhy notit would not notprint notcould noti sent card email,3.4338,0.4338000000000002
5,,True,"08 20, 2015",A19OSWGOW519UC,B00MVA46R0,,Jules 2429,Perfect gift.,Five Stars,1440028800,,Positive,perfect gift,4.812,0.18799999999999972
3,2,True,"12 16, 2011",AB8H39URADQ3T,B004KNWWV8,,T. Olson,"Even if you are in a panicked rush to purchase a last minute gift, pass on this ""print-at-home"" option. Probably like you, we were in a rush to provide a last minute gift to some friends and needed a gift card immediately. Rather than stopping at a national pharmacy or other chain store to purchase a traditional Amex or Visa gift card, we decided to try this option. The design of the print-at-home certificate are less than attractive and nothing NOT_you NOT_could NOT_feel proud of presenting to friends or loved ones. This is not NOT_a NOT_printer NOT_issue, but a lackluster assortment of designs for print-at-home. Pass this by and stick with the real cards.",Go with the Card option instead,1323993600,,Neutral,even panicked rush purchase last minute gift pas printathome option probably like rush provide last minute gift friend needed gift card immediately rather stopping national pharmacy chain store purchase traditional amex visa gift card decided try option design printathome certificate less attractive nothing notyou notcould notfeel proud presenting friend loved one not nota notprinter notissue lackluster assortment design printathome pas stick real card,3.7303,0.7303000000000002
3,,True,"04 18, 2018",A28EKXE354M18O,B004LLIKVU,{'Gift Amount:': ' 50'},Izzyh,My family has trouble cashing in their gift cards.,Three Stars,1524009600,,Neutral,family trouble cashing gift card,3.0413,0.041300000000000114
1,,False,"02 14, 2018",A3EWAP6VM6QQ2O,B004LLIKVU,{'Gift Amount:': ' 50'},Elmer Eckert,Amazon wo not NOT_even NOT_let NOT_me get gift cards It says error everytime,One Star,1518566400,,Negative,amazon wo not noteven notlet notme get gift card say error everytime,1.981,0.9810000000000001
4,,True,"01 20, 2015",AH1EXSYU14VJT,B004LLJ5TQ,,Antoinette Monaghan,"The card was received on time, however, I was not NOT_impressed NOT_that NOT_it was publicly posted on Facebook and will never NOT_do NOT_this NOT_kind of purchase again!",Was not impressed that this gift card for my granddaughter was publicly posted on Facebook.,1421712000,,Positive,card received time however not notimpressed notthat notit publicly posted facebook never notdo notthis notkind purchase again!,3.6,0.3999999999999999
1,,True,"01 29, 2015",A1LB5SS98NVB5Q,B00PMLD91O,,Jennifer Brown,"After trying to send it twice, the card was never NOT_received.",card was never received,1422489600,,Negative,trying send twice card never notreceived,1.8,0.8
3,,True,"09 15, 2014",ACYD2O3IW15MM,B00I5426SM,,XIN JIN,"Prompt delivery, nice",Three Stars,1410739200,,Neutral,prompt delivery nice,3.3372,0.33720000000000017
1,,True,"04 23, 2018",A3S3QWW6WB672,B00G3LBDDS,,avid reader,i had just connected Hulu to my Spotify account and had to disconnect it to use this gift card. Looking at the TOS I realize it says this is only for Spotify premium but how many people read the TOS on a gift card! Do not NOT_show NOT_$60 NOT_as that implies it's a $60 credit to your account as opposed to 6 months of regular Spotify.,i had just connected Hulu to my Spotify account and ...,1524441600,,Negative,connected hulu spotify account disconnect use gift card looking tos realize say spotify premium many people read tos gift card! not notshow not notas implies credit account opposed month regular spotify,2.4934,1.4933999999999998
5,,True,"02 7, 2017",AB3VKXMOXIH50,B014S24DAI,{'Gift Amount:': ' 40'},Henry,Never NOT_fails NOT_as NOT_a great gift.,Five Stars,1486425600,,Positive,never notfails notas nota great gift,4.8325,0.16750000000000043
5,,False,"12 21, 2016",A2JRUJC0KHNDHK,B01CZ54L66,,Lori Johnston,Very pleased got it right away no NOT_bends NOT_or NOT_rips.,Christmas card,1482278400,,Positive,pleased got right away no notbends notor notrips,4.3987,0.6013000000000002
3,,True,"09 21, 2014",A12F7KZ9XJV0ZR,B00B2TFSO6,,Rafael Herrer,"Of course yes, this amazon gift card met my expectation...",thank you amazon gift card review,1411257600,,Neutral,course yes amazon gift card met expectation,3.6049,0.6049000000000002
3,,False,"12 1, 2014",A1OUIR7UGA7U4B,B005ESMF5G,{'Gift Amount:': ' 50'},Kathy S.,"Even though the gift card itself has a ""holiday"" snow globe on it, the box looks like it is leftover from Halloween. I wish I had paid closer attention, it does not NOT_look NOT_like NOT_a Christmas gift at all.",Choose a different box if you want it to look like a Christmas gift,1417392000,,Neutral,even though gift card holiday snow globe box look like leftover halloween wish paid closer attention not notlook notlike nota christmas gift,3.7309,0.7309000000000001
1,2,False,"12 28, 2014",A36XCR9L5Q0W8O,B004Q7CK9M,,Adrian,"My 13 year old daughter ask for Amazon gift cards for Christmas so she could purchase her own prime account. No NOT_where NOT_does NOT_it state that you can not NOT_use NOT_the NOT_gift card to purchase a prime account. It was not NOT_until NOT_we NOT_were not NOT_getting NOT_the NOT_gift card that she had claimed to come up as a payment option and contacted customer service that we were informed that Prime can ONLY be purchased with a credit card. This is a ""policy"" they have no NOT_way NOT_around. NOT_We use Amazon all the time and have been pleased in the past. But now I feel like they have stolen my child's Christmas gift. It makes me not NOT_want NOT_to NOT_renew my Prime membership. VERY BAD ""POLICY"" Amazon!",Buyer Beware if using this to buy Prime,1419724800,,Negative,year old daughter ask amazon gift card christmas could purchase prime account no notwhere notdoes notit state not notuse notthe notgift card purchase prime account not notuntil notwe notwere not notgetting notthe notgift card claimed come payment option contacted customer service informed prime purchased credit card policy no notway notaround notwe use amazon time pleased past feel like stolen child christmas gift make not notwant notto notrenew prime membership bad policy amazon!,1.8697,0.8696999999999999
5,,True,"01 9, 2015",A3V8A4NW541S7O,B00BXLSWGY,,Karen,Great,Five Stars,1420761600,,Positive,great,4.6999,0.3000999999999996
1,4,True,"12 12, 2016",A364FY52IH3WZ,B0091JKY0M,{'Gift Amount:': ' 0'},T.C.,"The package arrived with a horrible smell. The gift tins were covered in a sticky liquid substance on the outside as well as on the inside of the shrink wrap. I tried cleaning the outside of the tins, but unfortunately the liquid was inside as well. There was no NOT_getting NOT_the NOT_smell out. It almost appears as if the person at the distribution facility spilled their coffee with creamer all over the tins & just sent them out anyway. Amazons response was to deactivate the cards and issue a refund. Thanks Amazon....I still need the gift cards, but I guess I'll just head to my local store to purchase them. So much for convenience.",The package arrived with a horrible smell. The gift tins were covered in a ...,1481500800,,Negative,package arrived horrible smell gift tin covered sticky liquid substance outside well inside shrink wrap tried cleaning outside tin unfortunately liquid inside well no notgetting notthe notsmell almost appears person distribution facility spilled coffee creamer tin sent anyway amazon response deactivate card issue refund thanks amazoni still need gift card guess ill head local store purchase much convenience,2.3406,1.3405999999999998
1,,True,"12 27, 2013",A3K2A4U5VBORRO,B00G4IW690,,Chris,I am not NOT_sure NOT_why NOT_amazon what me to review this. It is a gift certificate. If you hve seen one then you have seen them all.,its a gift certificate,1388102400,,Negative,not notsure notwhy notamazon review gift certificate hve seen one seen,2.1523,1.1522999999999999
3,,True,"02 2, 2017",A2J5OQZVWYXNFV,B00H5BMH44,,BudoMedia,As expected.,Three Stars,1485993600,,Neutral,expected,3.0,0.0
4,,True,"10 16, 2016",ANDRX8OS5Y8PL,B00JDQJZWG,{'Gift Amount:': ' 0'},Adriane Hignell,"Really liked this gift card, except for the fact that there is no NOT_place NOT_to NOT_write the amount of the card.",Cute Cupcake!,1476576000,,Positive,really liked gift card except fact no notplace notto notwrite amount card,4.1445,0.14449999999999985
